,Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Address,Price
2293,54562.86872341537,6.106186378418586,6.126718904364648,2.45,39735.64512218052,"394 Jeffrey Walk
Lake Stephanieton, HI 16250",778546.1621435221
2294,79298.12200821388,7.1882081346869215,5.336841155637915,3.44,15753.266638486408,"3591 Pham Spring Suite 077
Lisaport, CT 43572",1310207.133039433
2295,83953.10483909659,7.385134534015018,6.898846568957157,3.08,37283.35764595176,"91733 Baker Orchard
South Kyle, KS 37301",1789098.5206914945
2296,73019.81771967358,7.277487017003688,5.754071063100791,2.43,50931.75152588423,"413 Ruiz Harbor
East Dwaynefurt, AR 67836",1542488.6947641938
2297,72485.19746024143,4.205495167989168,5.706925272255224,2.45,43134.03806216383,"1608 Andrews Rest Apt. 672
Richardshire, IN 92603",1036382.7663054836
2298,66041.12357953933,6.493916521425493,8.219394258320389,5.15,40163.97083410264,"1993 Gibson Freeway
Lake Michael, WI 24423",1385400.4556730608
2299,70673.84254351564,6.204022607822544,5.877785178849026,3.06,58256.114761727855,"5097 David Radial Suite 697
Lake Juliestad, PA 45160",1412242.7547273785
2300,68277.6727800225,5.930549621373853,5.411953102999759,3.46,38099.86748550607,"24421 Lang Terrace Suite 680
New Peggy, WI 56339-7796",905045.2177063724
2301,65729.22233007607,6.237786635153152,6.860474641577997,3.12,25573.8542889876,"641 Lisa Parkways Suite 552
West Amandaside, SD 71807-8061",1197073.4448150082
2302,75391.6817578777,6.4843871680759415,5.903753582132808,3.17,43359.02128094898,"847 Winters Loop Suite 036
Staffordville, FM 06029",1435769.7688373898
2303,59483.93282467821,6.530735285780041,6.962538329339341,3.21,38894.22736092658,"4228 Sharon Field Apt. 583
North Jesus, AS 37342-9751",1257282.1585904048
2304,67651.5332178697,6.307915968586234,6.2971603100714,4.42,50823.45978406418,"12163 Carter Shoals Apt. 326
Deckerland, SD 16294",1366000.5700998602
2305,71045.19192086741,6.041493752955182,6.182282849256088,4.46,30143.968755227164,"6888 Larry Trafficway Suite 869
South David, ND 24759",1169265.146218866
2306,68638.10784597603,6.445807261583363,5.980229280131588,2.49,25380.41301192542,"813 Mason Burg
East Richard, MP 69145-2326",1186025.9508770336
2307,74665.96760373394,4.808295863701424,7.039707564158706,5.43,59036.11603663478,"546 Wheeler Ford Apt. 311
Listad, PR 99664-0344",1844929.155576244
2308,61828.03256071264,7.129286454527737,7.03545074603493,6.24,43068.22880607522,"03619 Martin Groves Apt. 807
South Jennifershire, CT 58484",1377430.072170325
2309,71114.02234908435,6.141957959672962,5.9636795939457885,4.07,37714.17499380707,"9511 Joshua Hollow Apt. 349
East Lori, AS 43071-8983",1187113.826180701
2310,52699.66757402278,6.3850360591346895,8.588217916392786,3.17,30299.282695682203,"19136 Sheri Place Suite 841
North Karenfurt, LA 49356-4270",896303.7991791363
2311,87678.03656398894,5.122697837714781,4.652449120171196,4.13,35781.17461419985,"691 Harrison Neck Apt. 305
Medinaberg, OK 56016-1552",1495518.62392568
2312,54994.91828997551,5.186801231971905,6.063933310548772,2.2,15444.482612961783,"821 Potts Spring Apt. 878
New Janice, AL 55178-7547",321058.96071220515
2313,66537.59486820878,5.613664581732948,6.5987932115123975,3.48,39265.01197037753,"732 Russell Mills Apt. 132
East Sharon, CT 86455",985462.245460438
2314,76960.77907314265,4.911590616588406,7.446546031739218,3.21,55375.66821455488,"46521 Williams Mall
West Richard, OK 68233",1618127.606868063
2315,59035.95179214933,6.914086745566868,6.717020450923573,2.03,34753.415992160255,"52509 Barron Ways
New Kathryn, NH 33040-5127",1148720.9050037193
2316,49392.19216707912,5.571481673216161,7.716688070928385,3.12,53765.78121513873,"47225 Morales Crescent
Oliverfurt, PW 62621",1211110.0840824863
2317,66112.5364541517,8.236623013656942,7.009803231448402,6.31,20795.150058393407,"640 Carlson Tunnel
Port Jimmyhaven, NC 48866",1376714.674198855
2318,83656.48930815389,7.553568914450822,5.4571458490780325,3.5,42841.741622874,"406 Kathleen Brooks
Rowlandburgh, MT 03570-7987",1564563.5680690026
2319,72531.13380238246,4.6618017613053935,6.498815201494848,4.18,15167.4110710335,"7522 Chavez Meadow
North Jason, FM 78402",578161.4955401686
2320,75735.34289931707,5.761755984603777,8.065659921374554,5.28,37268.26996505183,"7874 Reynolds Road
Rileystad, WY 26189",1364363.3753658957
2321,69931.40110039002,6.0995065709565575,5.178628478991158,2.28,52079.18818263737,"26984 Kathryn Vista
Scottborough, AZ 97504-1679",1389287.4738699936
2322,73003.49570984353,5.1524636654982645,6.820051097035973,4.43,23500.00686580477,"562 Medina Heights Apt. 359
West Robertton, MA 89628-9347",1101239.492185515
2323,75390.24899559953,5.185297663747387,6.3107545887620144,2.28,49401.1214874982,"665 Patrick Shoal Suite 523
Josephchester, DC 66472-0044",1412449.478586824
2324,55698.4648000348,5.1853464158110425,7.356114504894062,3.1,42235.06382309728,"8579 Shawn Heights
Port Johnview, MA 82008",762402.1788107223
2325,61881.16371697171,6.293585381888211,6.048295389410787,2.31,21397.44860131345,"499 Mcintosh Parks
Alexandraport, MN 57727",714706.4288537387
2326,55558.46575550829,6.791912796680335,7.197255038215552,6.11,56250.46440414384,"0259 Adams Lodge Apt. 351
Sheriberg, HI 10612-0102",1366988.2351681625
2327,62485.90147331852,6.129920101815356,7.236661163327131,3.29,32428.12577287436,"Unit 2473 Box 7729
DPO AA 36548-9176",972670.8133224328
2328,76452.80737882029,6.234492402285932,7.160787975976255,3.5,24441.96637398761,"07415 Megan Overpass
Tiffanymouth, ID 91241-4135",1220591.006042053
2329,63015.68746425484,5.797958847658569,6.087284206879398,3.39,26673.881885694296,"75963 Harrison Overpass Apt. 325
Gonzalezton, ME 98635-8215",810741.5185079774
2330,69100.99030535982,4.272456648275569,6.248338850784849,2.29,46139.13675959793,"USNS Chaney
FPO AP 87928",969678.5672887964
2331,70696.40244940577,6.515076986679532,5.875831850445107,3.33,43313.16511969776,"1098 Patterson Passage Apt. 935
East Jessicaburgh, IN 87581",1409238.797596417
2332,66295.08115542778,6.194391630247678,6.914308886759013,3.31,28112.169043144542,"7311 Andrew Coves Suite 377
New Rhondastad, NH 31943-6491",1061552.021890478
2333,87595.60279824231,5.44689664391476,7.817517770940549,3.33,43681.82810550108,"57004 Michael Stravenue Suite 982
Porterberg, WY 81823",1795428.7743897976
2334,76181.2075226123,5.479309425722357,5.313801865848131,4.27,22850.033757886187,"75805 Cowan Street
Leslieberg, UT 06596-4358",988746.4205867316
2335,66465.36590945706,5.623938648089322,7.0798096761542455,6.21,41130.09091193958,"4440 Dennis Green Apt. 666
Barryport, CT 36310-7179",1258563.8586458303
2336,67421.66704546691,4.638742025471325,7.664160226407668,6.04,20167.039988791552,"9641 Jackie Brook
Timothyshire, PW 16107",864899.4849738175
2337,73598.06378814949,5.702762607683664,7.546496942011024,5.17,34258.450700618385,"702 Jessica Islands Apt. 541
Lopezbury, AK 84106-3550",1344523.4084306443
2338,70763.24751076661,5.190195988378827,7.058340474814804,6.26,35279.235808067315,"4828 Megan Summit Suite 152
Anthonyberg, NE 63643",1055417.6581404742
2339,78482.22889344796,7.030043245819607,6.641954184538063,3.33,28452.314843013133,"130 Gibbs Forest
Taylortown, KY 75940",1367619.9234428834
2340,59160.093351941774,6.26521807935307,7.046225211232701,3.17,23252.90621275731,"PSC 6566, Box 9029
APO AP 49388",1006885.8444127028
2341,58660.89241166791,7.6000714707951555,6.797173109905766,3.09,33515.12293160702,"60437 Jessica Ridges
Lake Steve, GA 53591-0204",1079158.6528522586
2342,51178.148024917646,6.591952428008975,6.988851756849438,3.1,31822.066038730733,"74931 Rogers Wall
Julianfurt, IN 78140",783566.3279228922
2343,64290.20570620566,3.6485457071898817,7.368073057190176,3.44,54157.29516358162,"519 Avila Road
Jamesbury, SC 76217-0455",949072.2495954648
2344,67830.62875165664,6.498984898019613,8.117273777033956,4.41,10841.333068103646,"PSC 1508, Box 8246
APO AA 48060-7382",1077059.155960404
2345,68334.78256475009,8.68843407427393,8.296461691079946,4.23,36621.75954384187,"9424 West Ports Apt. 071
Harveychester, NH 87650",1817829.5296757591
2346,56030.4748923757,5.029914595996209,7.932589427867322,3.19,46255.54143216356,"4959 Roth Ferry
Port Robert, KY 90147-8962",887016.9763645504
2347,79647.16524002151,5.288196337057351,7.039477182858394,3.32,48360.69436396777,"Unit 5350 Box 3288
DPO AE 68325",1491811.661122951
2348,62060.94265751254,5.952779000509447,4.498698511686267,3.45,55583.93823098772,"767 Silva Walks Suite 235
Darrellbury, ID 04171",963655.5773858128
2349,80422.26187579543,5.930012206819085,7.636755304242509,3.21,51383.02413306548,"5790 Linda Drive
South Kelseychester, NH 66506-0128",1661435.4795672083
2350,62623.35982778392,5.0716241250198,6.771015065519388,3.33,50985.97120187618,"9894 Greg Ridge
North Tiffanyhaven, ID 66602-9445",1211899.6662200813
2351,63266.188466445856,6.444268504710308,6.931599944747356,4.17,32187.27063516538,"3900 Linda Summit
South Rachelbury, NM 58383",1049823.9959112804
2352,85175.20062562056,7.750851660618924,7.271163221765712,3.11,3285.4505375208782,"792 Angela Forks
South Tylerfort, WI 00472-1022",1305972.219978079
2353,71082.11277672213,7.608168693471375,6.699729139599943,4.36,31327.518878734933,"967 Susan Union Apt. 653
Costastad, IA 98079-8428",1513427.551164361
2354,56290.32129147613,5.765599755768712,7.112024107136909,3.21,27648.72339478355,"04063 Ethan Via
West Brentchester, DE 77482",854812.2579554294
2355,75470.75994571578,6.51024204857278,8.073235751790898,6.48,17780.962171759726,"USS Martin
FPO AP 82345",1147442.9517715028
2356,80659.52544359624,5.43630620204688,7.100753431803772,6.24,52947.03636008709,"8030 Ruiz Dale
Shermanchester, KY 56950-5684",1856211.350359604
2357,75759.48995801642,5.254822469329986,7.510711573729049,4.11,46188.16509216996,"14841 Jeffery Passage
Lake Kyle, WA 90337-7454",1376637.5056241709
2358,83319.99615865135,6.239460761291896,6.125858572351468,3.03,31552.54420931405,"81551 Carla Drives
West Kaylastad, WY 42793-0307",1262963.8612687287
2359,86294.99908871058,6.627456939781737,8.011897853150563,4.07,47560.77533629521,"030 Larry Park Suite 665
Thomashaven, HI 87941-5197",2146925.339888662
2360,64799.86301992758,6.001228893198166,7.18246245114412,5.09,39602.16075602871,"Unit 9494 Box 2307
DPO AE 58622",1277148.9962932265
2361,94292.26362515424,5.993314343938303,7.278782581856344,5.36,53620.890504330986,"1591 Yvonne Crossing
Port Joel, TX 68862",2197436.8754965314
2362,50343.76351775452,6.027467990841835,5.16023950447391,4.35,27445.87673939916,"400 Allen Lodge Apt. 145
Bernardfort, NV 57316",691854.9210270025
2363,76919.30072203554,4.778495430568019,7.551058857302679,4.05,52945.84342249207,"3780 Diana Parkway
Nicoletown, PR 80300",1622837.3530338
2364,76899.28200412326,5.347527265014656,7.763502240966407,3.25,37825.77980425708,"Unit 4084 Box 0083
DPO AP 37875-3153",1334537.4235594876
2365,72264.48798563742,5.557734337647626,6.627170811774268,3.0,32827.67546671308,"3852 May Roads
Gregoryside, ME 75573-8230",1139014.1936481425
2366,85825.85914974795,6.614755416935358,6.255900110328938,3.36,13983.301248749374,"546 Mitchell Village Suite 737
Lake Vincent, OH 05404-1179",1137465.335917054
2367,52022.15897401635,5.523318652524406,6.3776348669674805,3.21,31320.91641532284,"8593 Elizabeth Key
Robinbury, GU 72533",642855.1695820823
2368,69789.32740035282,5.221322331863783,6.34119585017053,2.36,40473.765249081385,"USNS Shaw
FPO AA 60162",1018173.7030639506
2369,64261.828557026776,5.695521989980192,6.6128303392464725,2.22,41190.54636639408,"304 John Passage Suite 487
Port Johnport, AL 35566-3080",1185935.6413659677
2370,68901.14428114702,5.295317740457495,5.469354824738336,2.01,30832.668311085108,"53280 Renee Canyon
Christopherland, IL 44788-8245",956764.0140836356
2371,72469.54177826358,5.606394943911967,8.044576291973783,3.07,27227.813387107988,"69260 Brenda Overpass Apt. 620
Port Nicolestad, UT 49247",1123386.5312002872
2372,78054.1455162177,6.929277262060357,5.421475759112365,2.45,16143.664966316504,"4243 Johnson Parks Suite 665
Dianachester, UT 89393",975921.8633596773
2373,68606.87004646135,5.930005937719362,6.98027412807717,3.43,36084.837743665725,"2623 Christopher Mountains
New Ericfurt, IA 07112",1117011.1061847066
2374,70124.38688151218,6.74055412122741,7.346570951696478,6.32,51673.96267298538,"3222 Alexis Square
Leetown, MS 07616",1732196.2167965611
2375,77622.95811586575,6.738013799042588,6.043040289758483,3.34,51102.44194958019,"44268 Michele Square Apt. 984
Collinsside, WI 00405",1599996.9614292642
2376,84172.62611479276,4.895124602058591,7.081973362741924,3.22,47937.312676520334,"0503 Vernon Mountains
South Marcfort, AL 24051-2632",1560870.2109838454
2377,64603.19151685692,4.912091805225818,5.702489232687952,3.03,33673.90405836568,"37521 Cabrera Forest Suite 722
Curtistown, NV 66526",815593.7638087127
2378,61958.143054869295,6.068642380668557,8.106394596288158,4.14,39953.168017700686,"93723 Lisa Valleys
Calebberg, NV 95783-0751",1197740.916766395
2379,53510.24434608434,6.033123439097028,5.615798050279668,2.45,22977.9153850924,"22289 Wright Park
Hollyborough, LA 55590-2912",565680.5528071544
2380,64538.57112303486,6.189855326620772,9.16635040311211,3.46,36678.06361804772,"77662 Francis Vista Suite 479
East Johnshire, GU 21880",1548322.5007091828
2381,93032.54170161809,6.376728984400259,6.220987362186272,3.37,35621.38270741036,"Unit 4376 Box 1994
DPO AA 20751",1872191.5481572845
2382,78331.93252836581,5.89296187539643,8.489496905423017,3.27,31032.859074176748,"3350 Morris Road Suite 424
Maymouth, DC 48494",1442128.7319147731
2383,65041.6913063262,6.202875144913652,6.088335077745851,4.17,14486.825952391382,"949 Joshua Route Suite 675
Luiston, AR 44078",759799.8758389656
2384,76626.75781755711,7.489032360819976,6.561406388456992,2.37,20782.08982020968,"884 French Mountains
New Austinton, UT 96635-9122",1333995.8520983488
2385,55573.6177857824,7.0366720026631935,4.946874791099376,4.02,29352.862968191388,"4943 Jennifer View Suite 718
Andersonville, TN 88026-0570",919207.0276133117
2386,78918.86744941806,4.6463307844825925,7.446262521635081,3.5,36711.62329675796,"2130 Weiss Mountains Suite 020
West Jomouth, MT 03427",1339254.7267992808
2387,82113.98200606964,6.744905835279296,6.596278185128997,2.43,51561.26313565336,"5738 Carly Rue Suite 254
East Emma, VA 03733-4170",1883082.2763200684
2388,70153.70128941837,4.44790223232814,5.507529287455349,2.33,35808.410189985465,"Unit 6663 Box 8817
DPO AE 57810",765505.3475276389
2389,54012.57271610748,6.46148889502609,7.19091540998129,5.07,21653.98467728064,"8942 Bowers Forges Apt. 573
Nathanberg, VA 30348-1606",747396.2531268047
2390,67821.02654358692,5.676505885980867,7.21415222190865,6.17,28294.61523135545,"14419 Megan Junctions
South Chelsea, IL 61758-7145",1028966.367929272
2391,70472.79237843532,6.010153597579659,6.110191693779182,3.24,34894.158826204926,"4821 Christopher Park
Lopezside, MH 21430",1265180.9089164848
2392,65692.61819591517,6.464476537200124,7.861411940456307,6.16,39934.51697404611,"Unit 6429 Box 3831
DPO AA 61324-4127",1416238.5774504088
2393,76774.85778770951,6.232921556544747,6.396693318024164,2.05,34313.827696671964,"604 Angela Crescent
West Timothy, MP 45493",1384466.4369129457
2394,83896.35796601392,6.5415303348415925,5.258021705177955,4.36,43672.62854917658,"154 Erica Groves
Lake Kevinfort, MH 40258",1620949.4369105955
2395,72353.58095482504,4.678504332255852,7.594262455361108,6.06,15395.059920745713,"912 Donna Junctions
Vaughanview, OR 53056",959243.6084487292
2396,69711.90393321839,6.0731683463659465,8.090746780744137,3.45,36291.145204443375,"29718 Simmons Shores Apt. 119
Andreafurt, IN 14150",1433614.966745886
2397,53230.11970675016,6.274359672824383,10.024375374429384,3.06,27360.812222936616,"71718 Barrett Ramp
Caseybury, NH 91777-4042",1311432.388111685
2398,59464.0177273201,5.748358134766309,7.0276268389584216,3.29,33026.1243360095,"53276 Lee Common Suite 424
South Lisa, NE 01718-4381",874572.162682988
2399,92280.4974743426,7.258627482224419,8.222633272540225,4.31,38004.14521071647,"9032 Hernandez Passage
Lake Karenstad, NY 24477-7673",2237778.0257039685
2400,73334.68386735166,5.305891887014843,5.954193530559609,2.45,32270.827500401,"22941 Stark Hollow Suite 275
East Chelseafort, MN 05973",935061.309297756
2401,69605.56602204812,7.588633659584562,7.400270374677542,3.07,35427.14865129733,"74421 Horton Manor Apt. 121
Lake Edward, SC 75278",1588196.2329024884
2402,73969.66466522547,6.446537103048887,8.216773466810384,6.0,39663.85422628883,"23210 Vaughn Plaza
Patrickview, FM 32471-7299",1634945.8075096812
2403,46662.76965836383,5.270943590289134,7.380853392005025,3.0,25769.645847494765,"PSC 2156, Box 9090
APO AE 71537",605963.7067836822
2404,74385.13789506652,3.613225368672905,6.079272301587293,2.07,20951.34787228712,"895 Valerie Bypass Suite 510
Harrisonton, NH 97852",635530.8448860593
2405,63780.997900344846,6.687162539658023,7.769067706774432,5.02,35056.448340904586,"940 Jones Roads Apt. 703
Ericport, CA 59316",1168993.737583562
2406,54440.8888560369,7.14951155844815,4.827542872580262,4.36,20980.730393000293,"731 Fitzgerald Road Suite 722
Danielfort, ND 61566",590199.1722354505
2407,55612.76294107892,7.691464822014905,7.186177831033403,4.22,42258.537380659465,"31143 Wendy Overpass Suite 905
Robinsonmouth, NY 94261-0324",1355022.282566689
2408,60835.08997885398,5.551221591990328,6.517175038094777,2.1,45574.74166225795,"USNS Brown
FPO AP 85833",929247.5995364
2409,79159.30099317507,5.347700379676623,6.083193453991559,4.01,41296.72793398351,"5168 Darryl Roads Suite 164
Alexandermouth, ND 57779",1172188.1935091391
2410,73433.62623241093,7.107788623808037,6.227752215905236,2.05,44544.23045873104,"62721 Stewart Mount
Marieburgh, WY 37987-7127",1515005.384163801
2411,86583.9336611974,6.096277806181416,7.128356949439187,5.16,45514.147767554496,"583 Turner Harbor
Port Nicole, TX 75903-5950",1815809.621442141
2412,63759.05070111341,6.135726750325242,7.614217985068866,6.23,35071.9959937904,"4976 Shields Mount Suite 333
East Michelehaven, CT 44471-9324",1226586.921412926
2413,45862.13137967639,5.453673165496137,5.128000603787303,2.4,40339.03534872732,"USNS Wallace
FPO AP 94167-1961",576356.0318820125
2414,73932.37627270575,5.696900627538728,7.028096444611446,3.25,34197.29155851873,"2559 Dylan Stream
South Andrewview, FM 80429",1324377.6087338962
2415,56909.83476191141,5.85431806920591,7.615188105390921,4.09,36794.1993721251,"01713 Katherine Court
New Susanside, WI 21196",1049798.7849306162
2416,51742.05169814491,4.9763847859654735,6.862250095476187,3.22,45458.31172371608,"568 Gloria Road Suite 451
Kimfurt, WV 22760-4628",812059.0590565013
2417,79767.61655350405,6.161610466534107,6.092501894739488,2.29,46430.88165483132,"364 Anthony Ridge Suite 812
Port Daniel, NY 52936-3440",1377671.2374844607
2418,52046.54353773101,5.821221323038496,5.580975021731661,3.37,41715.54557893911,"378 Reyes Courts
West Joseph, ME 85342-6948",674657.9106630747
2419,72640.26404655076,4.441899293271403,7.906105021100878,4.27,31470.617455810265,"6484 Kayla Mall
West Isaacburgh, MO 37193-8366",998773.9972584788
2420,67846.04865589231,5.379704851252908,6.103863334858241,4.15,27442.09615759835,"070 Sanchez Knoll Suite 569
Saraville, MP 39758",879511.1964474785
2421,59141.79644225853,5.631317374795804,4.198676629125799,2.17,29386.580448792145,"52281 Nathaniel Road Suite 762
New Ericchester, FL 44640-9252",313651.5032332925
2422,57925.00216559993,3.490429959667601,7.34626466314076,6.37,40177.87672037242,"607 Ashley Square
Simmonsville, LA 76219",842924.5537726238
2423,57233.60849235336,7.893834161357629,6.036621215250689,2.27,37374.91924462835,"880 Julie Union Suite 360
Sarahchester, LA 70074-3596",1211655.3054900412
2424,63128.60652122687,5.459418735039632,6.9535251080168985,3.02,39536.80970290726,"065 Helen Oval Apt. 756
Kathrynborough, UT 72714-6759",930011.5708874032
2425,73257.26545274205,3.6476546335926967,5.692281119144947,2.2,44882.48791619197,"65670 Jerry Ridges
West Linda, IA 67283",1049007.0166559054
2426,58385.215373440726,7.588558819611766,6.406117576691048,2.3,41930.37500923844,"1669 Evans River Suite 294
Millerport, ID 81544-1368",1266209.7532091062
2427,69654.35501275351,3.5948301256116992,8.073847884375517,3.48,27022.75917985486,"940 Kelsey Light Suite 026
Beckstad, GU 27370-7423",717273.185257682
2428,88794.59962903129,6.323865593296564,7.060329950587803,6.11,37994.97384891257,"22109 Parker Green Apt. 323
Graytown, IA 19584-3525",1747004.582759027
2429,53763.52801082967,7.33637510375455,7.533218756333182,5.15,32306.668519064613,"34265 Coleman Flats
Rothfort, KY 38490",1219846.9185098251
2430,42822.31109616791,6.612989198363018,4.993759778341222,3.34,29670.20231485293,"43074 Armstrong Wall
West Timothychester, NH 29497-5681",513215.9882314093
2431,71066.80865211024,4.5199725103404615,5.765715831871178,2.44,43419.88705392107,"37016 David Glens Apt. 820
North Sydneyborough, MA 23001-0912",1112194.7521798655
2432,73092.7413148558,5.6154599761726125,6.524656913648,2.21,43509.458399362826,"3070 Webb Knoll
Odonnellmouth, VA 45185",1336172.1940662728
2433,82610.44538197071,5.879915504429444,7.438630683226813,5.24,34880.770422808346,"3847 David Circles
Lake Kristichester, MH 60325-0465",1841904.2432740403
2434,81925.801888255,7.0860035985315015,7.470672354246697,6.33,36973.59706817311,"5379 Damon Alley
Deborahtown, AR 56747-3541",2017174.9894226263
2435,83638.116931176,7.0135903586714425,7.001636667164867,4.29,24565.97680615942,"7584 Karen Pike
Adambury, UT 30111",1569600.445635948
2436,54048.691053825,4.39100404524393,7.841066299433197,5.2,42177.96629192023,"855 Kimberly Flat
North Brenda, RI 86613-4043",919926.9985237204
2437,78535.64071731952,7.036043261553892,7.111496766703824,3.33,44280.07605533664,"7069 Barajas Brooks
Martinezbury, VA 51924",1767330.9341487384
2438,83936.74962925602,6.689880078123692,5.584221041927451,2.15,25569.368313897183,"065 Christine Stream
Lake Sarah, NY 49190",1225612.762609846
2439,72099.66539036088,5.546065429874253,6.466645254480296,3.41,36902.14538985521,"636 Smith Greens
Alexland, AK 05521",1411054.3169406827
2440,56225.55413154733,5.901931551926474,6.68670947782624,4.13,35245.74480830359,"8433 Mckenzie Camp Apt. 999
Ellenfurt, PW 42672-3136",699323.2623925492
2441,60893.76408389992,4.128879950736982,7.5229486877987375,5.18,49076.75735247808,"2220 Sullivan Shoal Apt. 664
New Gabriel, UT 12666-0446",968360.5234030996
2442,73515.39285571981,5.997008830755168,7.884560514909892,4.3,35015.078149058565,"064 Kristy Tunnel
Allenfurt, GU 60403",1468030.4077797038
2443,70268.39878759008,5.9189982887434605,4.365670693163542,3.12,39143.57004475409,"36248 Smith Avenue
South Rebecca, AZ 14861",1012545.4916159144
2444,82846.48756669172,6.000235846102121,8.025553765753703,3.07,42652.460595898185,"204 Hughes Greens Suite 248
Debratown, KY 86977",1899136.535400604
2445,62327.89441093188,5.233977928478238,7.285225481926964,4.43,43364.42818970814,"7909 Freeman Plains Suite 223
Griffithside, OR 90674",1115466.5850714108
2446,72449.80440788773,6.0344107569352445,6.718960081222591,4.46,44066.212977922034,"PSC 7494, Box 2912
APO AE 17450-9053",1367292.959858112
2447,39777.606906208486,5.804627225708003,7.147718742073834,3.16,38725.42430316144,"5231 David Shoals
East Chaseland, MO 54930-5094",696014.4677148876
2448,59930.15606780608,7.055711218375922,6.69314941968516,4.28,44095.461559604846,"21153 Wayne Hills Suite 053
North Keith, FL 12086-3774",1320897.0134556554
2449,66967.39846486744,3.930198546118768,5.982743947852132,3.46,51554.761409840336,"77365 Brown Pass Apt. 691
West Erinhaven, ME 73313-1203",1102943.3514449217
2450,73180.67337095084,6.241898806341755,9.118588644285945,3.33,43144.714927525485,"046 Amy Port
Richardstad, KY 97701-1075",1768036.3340765317
2451,74102.4908597829,6.206707264725826,6.682487909329292,4.38,43971.51413514142,"PSC 9526, Box 2287
APO AE 35608",1394423.555643988
2452,87929.45356682244,5.521132722884032,5.664879907953822,3.06,44486.383067261166,"98883 Troy Glens Apt. 152
North Glenda, LA 96590-2034",1636559.240604262
2453,70021.1615337363,7.143144086894139,7.748337749490224,4.17,44935.884831079245,"161 Aaron Points Suite 953
North Ricky, OK 76842-7978",1515157.0809305124
2454,58469.91220251151,5.4088999650511065,4.807387458070322,2.26,33547.984821256905,"43340 Thomas Mission Suite 671
Longport, VT 28226",568977.0727690812
2455,63044.46009609616,5.935261391452768,5.913453614518467,4.1,32725.27954357492,"392 Jonathan Divide
Donnaland, ND 01024-1699",865099.5233723286
2456,74325.08440479987,5.989045632298646,6.302285243433558,3.37,32034.982426704883,"73203 Kristy Pine Apt. 726
Randyview, VA 26110",1306056.5654300188
2457,68858.03161618678,5.527126902055095,6.282827422367735,3.21,28846.95052263519,"1027 Blair Viaduct Apt. 415
Port Tamihaven, KY 49759-0002",978035.3447748432
2458,55532.02360793216,7.105812964174553,7.484351931341279,4.09,46509.626564253485,"93529 Bartlett Ridges
Leeview, AS 96540-6448",1394840.5225002612
2459,80770.67564990229,6.187704152953503,6.310709450220943,4.33,31518.008191432804,"743 Patrick Ridge Apt. 072
Larryview, NE 78592-5823",1334377.3074135566
2460,78545.32417405737,5.515535532974448,6.33569266426642,4.21,34477.465862849866,"1162 Michelle Green
Cheyennechester, NM 45297-5228",1167621.046449695
2461,54516.63198443465,7.123411231061286,4.321938664394215,2.32,51298.950399695925,"763 Jason Causeway
Lake Michaelhaven, AL 02261-6936",944491.0395552134
2462,65081.58404838893,5.433570131227667,9.212518352461371,5.14,37594.49345795763,"6628 Katherine Meadows Suite 009
Port Brittanyside, CT 81118",1343824.2151443197
2463,101599.6705804352,7.798746015193263,7.4805120260015965,6.39,37523.86467028772,"52280 Steven Street
Robertchester, IA 40405-0504",2370231.3201015536
2464,51718.3546120464,7.509043842127077,7.109311609639275,3.11,49639.17323695502,"855 Carol Burgs
Frazierchester, MS 46812-0037",1285923.734211907
2465,79274.79616050041,3.870868952177148,8.138959600219305,5.18,42773.61309919287,"955 Reed Lake
Wilsonchester, MT 27473",1210366.528822683
2466,72409.66648651032,6.116684099550923,8.47291576950837,6.33,40605.96743061841,"098 Melton Cliffs Apt. 580
Madisonmouth, SC 04285",1479758.3175267638
2467,72581.89951488884,4.288708647108261,6.063472847558912,2.29,26765.18424542976,"844 Charles Stream
Samuelview, NJ 14509-7731",1004340.0359426616
2468,61127.26518033526,4.624515676819706,8.150426882605917,6.34,31396.355014603832,"205 Smith Summit Apt. 311
Josephborough, AZ 63374",1121093.1745067632
2469,91392.4193353864,7.320676246291585,7.498418862858758,6.24,33379.676399016535,"52423 Christensen Lakes Apt. 063
Lanehaven, TX 43151-6951",1792254.8180047118
2470,61666.49942608509,6.089201694995617,8.138369526379556,3.17,24865.985052801792,"PSC 2318, Box 9657
APO AP 52492",1144641.8194544462
2471,73579.39608518676,7.590796627951142,8.374680413455334,5.04,37368.20506582668,"6624 Tina Trail Apt. 796
Annaside, MN 18320-8664",1537765.660568494
2472,64455.0643314103,5.112366998778304,6.939158711641504,4.22,41123.92497822501,"058 Beth Fort
West Joshuachester, CA 31534-8414",1191261.8686796485
2473,64769.644841007386,4.2146417926388375,7.695856410947031,4.16,43510.94014568808,"135 Acosta Isle
West Judith, IN 13641",1107286.972727985
2474,79583.51007631472,6.959106463720447,8.574282237896371,4.26,48780.55634166647,"5423 Cain Orchard Suite 040
East Josephview, MO 51771",1924561.807179873
2475,87266.3402254392,8.248959366362318,7.234261403725075,5.0,45161.187677411326,"03567 Scott Fork
West Lisahaven, ND 55466-3035",2249122.541335193
2476,69186.62251764281,7.32827543895157,6.499033463043189,4.38,49505.78370106866,"5281 King Motorway
Tinafort, ID 72673",1575100.9127873238
